Series,Series Code,Country Name,Country Code,2015 [YR2015]
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Lithuania,LTU,27.0866802348067
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Luxembourg,LUX,22.0432437025141
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,"Macao SAR, China",MAC,23.0975498836549
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,"Macedonia, FYR",MKD,19.2954463972342
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Madagascar,MDG,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Malawi,MWI,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Malaysia,MYS,34.1863651609159
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Maldives,MDV,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Mali,MLI,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Malta,MLT,22.4568712621864
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Marshall Islands,MHL,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Mauritania,MRT,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Mauritius,MUS,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Mexico,MEX,34.1992000800986
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,"Micronesia, Fed. Sts.",FSM,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Moldova,MDA,27.6996284202197
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Monaco,MCO,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Mongolia,MNG,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Montenegro,MNE,28.6193206225431
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Morocco,MAR,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Mozambique,MOZ,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Myanmar,MMR,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Namibia,NAM,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Nauru,NRU,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Nepal,NPL,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Netherlands,NLD,21.764612444956
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,New Caledonia,NCL,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,New Zealand,NZL,20.5860929859852
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Nicaragua,NIC,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Niger,NER,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Nigeria,NGA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Northern Mariana Islands,MNP,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Norway,NOR,20.3969708577878
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Oman,OMN,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Pakistan,PAK,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Palau,PLW,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Panama,PAN,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Papua New Guinea,PNG,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Paraguay,PRY,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Peru,PER,27.2976662640712
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Philippines,PHL,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Poland,POL,22.4559041327115
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Portugal,PRT,23.1732278955189
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Puerto Rico,PRI,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Qatar,QAT,22.7066441517821
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Romania,ROU,29.5164280006231
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Russian Federation,RUS,27.1192300159536
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Rwanda,RWA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Samoa,WSM,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,San Marino,SMR,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Sao Tome and Principe,STP,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Saudi Arabia,SAU,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Senegal,SEN,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Serbia,SRB,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Seychelles,SYC,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Sierra Leone,SLE,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Singapore,SGP,16.9387896500326
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Sint Maarten (Dutch part),SXM,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Slovak Republic,SVK,25.6951776857088
