Series,Series Code,Country Name,Country Code,2015 [YR2015]
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Tuvalu,TUV,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Uganda,UGA,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Ukraine,UKR,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,United Arab Emirates,ARE,13.1769023594809
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,United Kingdom,GBR,3.9878169561937
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,United States,USA,4.84430191155019
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Uruguay,URY,12.4955539358414
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Uzbekistan,UZB,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Vanuatu,VUT,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,"Venezuela, RB",VEN,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Vietnam,VNM,1.67216749899019
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Virgin Islands (U.S.),VIR,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,West Bank and Gaza,PSE,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,"Yemen, Rep.",YEM,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Zambia,ZMB,..
PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,Zimbabwe,ZWE,..
,,,,
,,,,
,,,,
Data from database: Education Statistics - All Indicators,,,,
Last Updated: 03/12/2019,,,,
