Series,Series Code,Country Name,Country Code,2015 [YR2015]
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Sint Maarten (Dutch part),SXM,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Slovak Republic,SVK,18.2521150696162
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Slovenia,SVN,11.1792598738904
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Solomon Islands,SLB,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Somalia,SOM,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,South Africa,ZAF,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,South Sudan,SSD,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Spain,ESP,12.0119992422082
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Sri Lanka,LKA,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,St. Kitts and Nevis,KNA,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,St. Lucia,LCA,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,St. Martin (French part),MAF,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,St. Vincent and the Grenadines,VCT,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Sudan,SDN,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Suriname,SUR,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Sweden,SWE,12.1656013389163
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Switzerland,CHE,13.5294907068223
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Syrian Arab Republic,SYR,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Tajikistan,TJK,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Tanzania,TZA,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Thailand,THA,32.1012492020777
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Timor-Leste,TLS,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Togo,TGO,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Tonga,TON,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Trinidad and Tobago,TTO,22.4869103840913
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Tunisia,TUN,33.9020521557519
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Turkey,TUR,26.818289827957
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Turkmenistan,TKM,..
PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,Turks and Caicos Islands,TCA,..
